代码	名称	公告时间	类型	公告内容
000899	赣能股份	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约6.15亿元至6.55亿元，同比上升50.78%至60.58%，每股收益约0.63元至0.67元，扣非净利润约5.863亿元至6.263亿元，同比上升36.04%至45.32%
000969	安泰科技	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约3.3亿元至3.45亿元，同比上升68.93%至76.61%，每股收益约0.318元至0.334元，扣非净利润约2.201亿元至2.351亿元，同比上升30.10%至38.97%
000972	中基健康	2024-10-15	业绩预告	预计2024年1-9月业绩首亏，归属净利润约-5000万元至-3500万元，同比下降181.37%至216.25%，营业收入约2.6亿元至3.3亿元，同比下降3.81%至24.21%，每股收益约-0.0648元至-0.0454元，扣非净利润约-5000万元至-3500万元，同比下降183.01%至218.58%
000977	浪潮信息	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约12.5亿元至13.5亿元，同比上升61.34%至74.24%，每股收益约0.8491元至0.917元，扣非净利润约11.16亿元至12.16亿元，同比上升167.22%至191.17%
000978	桂林旅游	2024-10-15	业绩预告	预计2024年1-9月业绩预减，归属净利润约1200万元，同比下降67.05%，每股收益约0.026元，扣非净利润约525万元，同比下降84.53%
000993	闽东电力	2024-10-15	业绩预告	预计2024年1-9月业绩预减，归属净利润约1亿元至1.3亿元，同比下降59.55%至68.88%，每股收益约0.22元至0.28元，扣非净利润约1亿元至1.3亿元，同比下降58.71%至68.24%
002053	云南能投	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约5.68亿元至5.71亿元，同比上升71.38%至72.28%，每股收益约0.6169元至0.6202元，扣非净利润约5.49亿元至5.52亿元，同比上升82.18%至83.18%
002093	国脉科技	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约1.35亿元至1.65亿元，同比上升52.21%至86.03%，每股收益约0.1356元至0.1658元，扣非净利润约9500万元至1.25亿元，同比上升24.27%至63.52%
002126	银轮股份	2024-10-15	业绩预告	预计2024年1-9月业绩略增，归属净利润约5.95亿元至6.1亿元，同比上升34.13%至37.51%，每股收益约0.73元至0.75元，扣非净利润约5.45亿元至5.6亿元，同比上升31.77%至35.40%
002155	湖南黄金	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约6.474亿元至6.893亿元，同比上升68.50%至79.40%，每股收益约0.54元至0.57元，扣非净利润约6.509亿元至6.932亿元，同比上升68.56%至79.52%
002312	川发龙蟒	2024-10-15	业绩预告	预计2024年1-9月业绩略增，归属净利润约4.24亿元，同比上升30.46%，每股收益约0.22元，扣非净利润约4.26亿元，同比上升41.94%
002319	乐通股份	2024-10-15	业绩预告	预计2024年1-9月业绩首亏，归属净利润约-3000万元至-1500万元，每股收益约-0.15元至-0.075元，扣非净利润约-3200万元至-1600万元
002364	中恒电气	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约8002万元至8602万元，同比上升163.72%至183.49%，每股收益约0.14元至0.15元，扣非净利润约4978万元至5378万元，同比上升454.79%至499.37%
002371	北方华创	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约41.3亿元至47.5亿元，同比上升43.19%至64.69%，营业收入约188.3亿元至216.8亿元，同比上升29.08%至48.61%，每股收益约7.776元至8.943元，扣非净利润约39.5亿元至45.4亿元，同比上升49.62%至71.97%
002385	大北农	2024-10-15	业绩预告	预计2024年1-9月业绩扭亏，归属净利润约1.2亿元至1.6亿元，同比上升113.21%至117.61%，每股收益约0.03元至0.04元，扣非净利润约6000万元至1亿元，同比上升106.74%至111.24%
002468	申通快递	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约6.16亿元至6.64亿元，同比上升178.68%至200.40%，每股收益约0.4096元至0.4415元，扣非净利润约6.01亿元至6.49亿元，同比上升186.76%至209.66%
002495	佳隆股份	2024-10-15	业绩预告	预计2024年1-9月业绩扭亏，归属净利润约1500万元至1700万元，每股收益约0.0161元至0.0182元，扣非净利润约1380万元至1580万元
002536	飞龙股份	2024-10-15	报表披露	2024年三季报归属净利润2.666亿元，同比增长18.74%，基本每股收益0.46元
002538	司尔特	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约2.3亿元至2.6亿元，同比上升86.70%至111.05%，每股收益约0.2695元至0.3046元，扣非净利润约2.101亿元至2.401亿元，同比上升107.58%至137.22%
002562	兄弟科技	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约3000万元至3900万元，同比上升1035.07%至1375.60%，每股收益约0.03元至0.04元，扣非净利润约2000万元至2900万元
002611	东方精工	2024-10-15	业绩预告	预计2024年1-9月业绩略增，归属净利润约3.126亿元至3.398亿元，同比上升15.00%至25.00%，每股收益约0.25元至0.28元，扣非净利润约3.565亿元至3.81亿元，同比上升45.00%至55.00%
002707	众信旅游	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约1.15亿元至1.35亿元，同比上升713.72%至855.23%，每股收益约0.117元至0.137元，扣非净利润约1.05亿元至1.25亿元，同比上升927.86%至1123.64%
002800	天顺股份	2024-10-15	报表披露	2024年三季报归属净利润1810万元，同比增长10.93%，基本每股收益0.1189元
002836	新宏泽	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约3677万元至4698万元，同比上升260.00%至360.00%，每股收益约0.16元至0.21元，扣非净利润约3427万元至4418万元，同比上升366.08%至500.91%
002843	泰嘉股份	2024-10-15	报表披露	2024年三季报归属净利润6602万元，同比下降35.67%，基本每股收益0.26元
002852	道道全	2024-10-15	报表披露	2024年三季报归属净利润1.115亿元，同比下降39.84%，基本每股收益0.32元
002906	华阳集团	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约4.5亿元至4.75亿元，同比上升51.26%至59.67%，每股收益约0.86元至0.91元，扣非净利润约4.35亿元至4.6亿元，同比上升55.46%至64.39%
002917	金奥博	2024-10-15	业绩预告	预计2024年1-9月业绩略增，归属净利润约1.065亿元至1.135亿元，同比上升31.79%至40.45%，每股收益约0.3102元至0.3306元，扣非净利润约1.017亿元至1.087亿元，同比上升34.22%至43.45%
002947	恒铭达	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约2.65亿元至3.2亿元，同比上升35.82%至64.01%，每股收益约1.13元至1.37元，扣非净利润约2.56亿元至3.16亿元，同比上升41.11%至74.18%
002969	嘉美包装	2024-10-15	业绩预告	预计2024年1-9月业绩略增，归属净利润约6533万元至8315万元，同比上升10.98%至41.25%，每股收益约0.0684元至0.087元，扣非净利润约6452万元至8234万元，同比上升31.78%至68.17%
002970	锐明技术	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约2.087亿元至2.287亿元，同比上升156.51%至181.09%，营业收入约18.52亿元至19.52亿元，同比上升49.84%至57.93%，每股收益约1.21元至1.32元，扣非净利润约1.911亿元至2.111亿元，同比上升159.13%至186.25%
002976	瑞玛精密	2024-10-15	业绩预告	预计2024年1-9月业绩首亏，归属净利润约-663.6万元至-449.9万元，同比下降107.74%至111.41%，每股收益约-0.05元至-0.04元，扣非净利润约-1409万元至-955.2万元，同比下降117.15%至125.30%
002998	优彩资源	2024-10-15	报表披露	2024年三季报归属净利润9700万元，同比下降12.71%，基本每股收益0.3元
003000	劲仔食品	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约2.084亿元至2.234亿元，同比上升56.47%至67.75%，每股收益约0.47元至0.5元，扣非净利润约1.829亿元至1.979亿元，同比上升67.14%至80.86%
003025	思进智能	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约1.48亿元至1.57亿元，同比上升126.25%至140.00%，每股收益约0.63元至0.66元，扣非净利润约9200万元至9900万元，同比上升48.75%至60.06%
200570	苏常柴Ｂ	2024-10-15	业绩预告	预计2024年1-9月业绩预减，归属净利润约4000万元至5000万元，同比下降68.13%至74.50%，每股收益约0.0567元至0.0709元，扣非净利润约4000万元至4500万元，同比上升491.99%至540.99%
300218	安利股份	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约1.45亿元至1.55亿元，同比上升248.30%至272.32%，扣非净利润约1.34亿元至1.44亿元，同比上升361.88%至396.35%
300260	新莱应材	2024-10-15	业绩预告	预计2024年1-9月业绩略增，归属净利润约1.8亿元至2.1亿元，同比上升6.92%至24.74%，扣非净利润约1.66亿元至1.96亿元，同比上升1.74%至20.12%
300322	硕贝德	2024-10-15	业绩预告	预计2024年1-9月业绩扭亏，归属净利润约360万元至460万元，扣非净利润约50万元至150万元
300453	三鑫医疗	2024-10-15	报表披露	2024年三季报归属净利润1.679亿元，同比增长18.74%，基本每股收益0.3232元
300623	捷捷微电	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约3.136亿元至3.563亿元，同比上升120.00%至150.00%，扣非净利润约2.619亿元至2.96亿元，同比上升130.00%至160.00%
301050	雷电微力	2024-10-15	报表披露	2024年三季报归属净利润3.738亿元，同比增长41.44%，基本每股收益1.55元
301187	欧圣电气	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约1.747亿元至1.934亿元，同比上升40.00%至55.00%，扣非净利润约1.61亿元至1.782亿元，同比上升40.00%至55.00%
301215	中汽股份	2024-10-15	报表披露	2024年三季报归属净利润1.107亿元，同比下降10.03%，基本每股收益0.08元
600096	云天化	2024-10-15	报表披露	2024年三季报归属净利润44.24亿元，同比增长19.42%，基本每股收益2.412元
600312	平高电气	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约8.5亿元至8.7亿元，同比上升53.87%至57.49%，扣非净利润约8.412亿元至8.612亿元，同比上升53.63%至57.28%
600415	小商品城	2024-10-15	报表披露	2024年三季报归属净利润23.29亿元，同比增长0.53%，基本每股收益0.43元
600547	山东黄金	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约18.5亿元至22.5亿元，同比上升37.52%至67.26%，扣非净利润约18.77亿元至22.77亿元，同比上升46.68%至77.93%
600674	川投能源	2024-10-15	报表披露	2024年三季报归属净利润44.22亿元，同比增长15.10%，基本每股收益0.9133元
600969	郴电国际	2024-10-15	业绩预告	预计2024年1-9月业绩扭亏，归属净利润约6000万元，同比上升256.60%，扣非净利润约1500万元，同比上升116.67%
603032	德新科技	2024-10-15	业绩预告	预计2024年1-9月业绩预减，归属净利润约1400万元至1800万元，同比下降88.54%至91.08%，扣非净利润约-800万元至-500万元，同比下降103.28%至105.24%
603733	仙鹤股份	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约7.92亿元至8.3亿元，同比上升107.42%至117.37%，扣非净利润约7.22亿元至7.6亿元，同比上升129.09%至141.14%
603909	建发合诚	2024-10-15	业绩预告	预计2024年1-9月业绩预增，归属净利润约6335万元，同比上升114.59%，扣非净利润约5828万元，同比上升123.21%
688322	奥比中光-UW	2024-10-15	业绩预告	预计2024年1-9月业绩减亏，归属净利润约-6100万元，同比上升68.22%，营业收入约3.5亿元，同比上升34.94%，扣非净利润约-1.02亿元，同比上升57.04%
833394	民士达	2024-10-15	报表披露	2024年三季报归属净利润7074万元，同比增长10.66%，基本每股收益0.48元
000045	深纺织Ａ	2024-10-16	业绩预告	预计2024年1-9月业绩略增，归属净利润约6800万元至8800万元，同比上升2.13%至32.17%，每股收益约0.1342元至0.1737元，扣非净利润约5600万元至7600万元，同比上升7.59%至46.01%
000059	华锦股份	2024-10-16	报表披露	2024年三季报归属净利润-18.89亿元，同比下降381.94%，基本每股收益-1.181元
000628	高新发展	2024-10-16	业绩预告	预计2024年1-9月业绩预减，归属净利润约1亿元至1.3亿元，同比下降48.79%至60.61%，每股收益约0.284元至0.369元，扣非净利润约6100万元至9100万元，同比下降14.76%至42.86%
001207	联科科技	2024-10-16	报表披露	2024年三季报归属净利润1.998亿元，同比增长75.89%，基本每股收益1元
002026	山东威达	2024-10-16	业绩预告	预计2024年1-9月业绩预增，归属净利润约1.7亿元至2.1亿元，同比上升63.57%至102.06%，每股收益约0.38元至0.47元，扣非净利润约1.6亿元至1.85亿元，同比上升52.73%至76.59%
002380	科远智慧	2024-10-16	报表披露	2024年三季报归属净利润1.586亿元，同比增长75.34%，基本每股收益0.6609元
002666	德联集团	2024-10-16	业绩预告	预计2024年1-9月业绩预增，归属净利润约7717万元至8746万元，同比上升50.00%至70.00%，每股收益约0.1元至0.11元，扣非净利润约7270万元至8239万元，同比上升50.00%至70.00%
003003	天元股份	2024-10-16	业绩预告	预计2024年1-9月业绩预增，归属净利润约4300万元至5800万元，同比上升41.34%至90.64%，每股收益约0.245元至0.33元，扣非净利润约3500万元至4800万元，同比上升37.51%至88.58%
200045	深纺织Ｂ	2024-10-16	业绩预告	预计2024年1-9月业绩略增，归属净利润约6800万元至8800万元，同比上升2.13%至32.17%，每股收益约0.1342元至0.1737元，扣非净利润约5600万元至7600万元，同比上升7.59%至46.01%
300005	探路者	2024-10-16	业绩预告	预计2024年1-9月业绩预增，归属净利润约9550万元至1.075亿元，同比上升107.23%至133.27%，扣非净利润约8570万元至9630万元，同比上升143.86%至174.02%
